,corp1.txt,corp10.txt,corp2.txt,corp3.txt,corp4.txt,corp5.txt,corp6.txt,corp7.txt,corp8.txt,corp9.txt,idf,tf.idfcorp1.txt,tf.idfcorp10.txt,tf.idfcorp2.txt,tf.idfcorp3.txt,tf.idfcorp4.txt,tf.idfcorp5.txt,tf.idfcorp6.txt,tf.idfcorp7.txt,tf.idfcorp8.txt,tf.idfcorp9.txt
ض ن,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ض ه,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.9093809417105436,0.6989700043360189,0.0,0.0,0.0
ض و,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.3979400086720376,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.5878056449127935,0.0,0.3979400086720376,0.0,0.0
ض ى,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ض ي,0.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0,4.0,0.0,0.22184874961635637,0.0,0.22184874961635637,0.0,0.22184874961635637,0.0,0.3554150058864992,0.2886318777514278,0.32769750339130055,0.3554150058864992,0.0
ض ً,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3010299956639813,0.0
ط ؤ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ط ا,0.0,7.0,1.0,1.0,0.0,7.0,4.0,1.0,1.0,1.0,0.09691001300805642,0.0,0.17880847505892103,0.09691001300805642,0.09691001300805642,0.0,0.17880847505892103,0.1552556545992796,0.09691001300805642,0.09691001300805642,0.09691001300805642
ط ب,0.0,16.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,1.1524874909784495,0.0,0.0,0.9647625480818648,1.0457574905606752,0.0,0.0,0.0,0.0
ط ة,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.3010299956639812,0.0,0.39164905395343774,0.0,0.3010299956639812,0.0,0.0,0.3010299956639812,0.39164905395343774,0.39164905395343774,0.0
ط ت,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0
ط ح,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9093809417105436,0.6989700043360189
ط ر,1.0,10.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.22184874961635637,0.22184874961635637,0.44369749923271273,0.0,0.22184874961635637,0.0,0.2886318777514278,0.22184874961635637,0.22184874961635637,0.0,0.0
ط ف,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189,0.0
ط ق,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ط ك,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ط ل,0.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.15490195998574316,0.0,0.20153209632859362,0.0,0.15490195998574316,0.20153209632859362,0.22880897749267587,0.0,0.15490195998574316,0.15490195998574316,0.15490195998574316
ط ن,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.5228787452803376,0.0,0.0,0.6802809317048656,0.0,0.0,0.0,0.8376831181293936,0.0,0.5228787452803376,0.0
ط و,0.0,4.0,0.0,2.0,3.0,7.0,2.0,5.0,2.0,2.0,0.09691001300805642,0.0,0.1552556545992796,0.0,0.126082833803668,0.1431478400093591,0.17880847505892103,0.126082833803668,0.16464720522050125,0.126082833803668,0.126082833803668
ط ي,2.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.3010299956639812,0.39164905395343774,0.3010299956639812,0.0,0.0,0.0,0.4822681122428943,0.39164905395343774,0.0,0.3010299956639812,0.0
ظ أ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ظ ا,1.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.22184874961635637,0.22184874961635637,0.46897568946908047,0.0,0.0,0.22184874961635637,0.0,0.22184874961635637,0.22184874961635637,0.2886318777514278,0.0
ظ ة,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,1.187529071297513,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0
ظ ر,0.0,1.0,0.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,0.15490195998574316,0.0,0.15490195998574316,0.0,0.15490195998574316,0.15490195998574316,0.27543911383552633,0.15490195998574316,0.15490195998574316,0.15490195998574316,0.0
ظ س,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ظ ل,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,1.032463449816228,0.0,0.6989700043360189,0.0,0.0
ظ م,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,0.22184874961635637,0.0,0.0,0.0,0.22184874961635637,0.32769750339130055,0.2886318777514278,0.2886318777514278,0.0,0.22184874961635637,0.22184874961635637
ظ ه,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.535276863192891,0.39164905395343774,0.0,0.0
ظ ي,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.0,0.0
ع أ,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.6802809317048656,0.5228787452803376,0.0,0.0
ع ا,3.0,12.0,6.0,6.0,2.0,35.0,14.0,16.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ع ب,4.0,2.0,2.0,8.0,0.0,3.0,5.0,8.0,0.0,0.0,0.15490195998574316,0.24816223267144408,0.20153209632859362,0.20153209632859362,0.2947923690142945,0.0,0.22880897749267587,0.26317378362863586,0.2947923690142945,0.0,0.0
ع ة,0.0,4.0,0.0,0.0,2.0,5.0,3.0,2.0,5.0,1.0,0.15490195998574316,0.0,0.24816223267144408,0.0,0.0,0.20153209632859362,0.26317378362863586,0.22880897749267587,0.20153209632859362,0.26317378362863586,0.15490195998574316
ع ت,1.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,0.0,0.04575749056067514,0.04575749056067514,0.06758936186980757,0.04575749056067514,0.059531867745749846,0.04575749056067514,0.059531867745749846,0.059531867745749846,0.07330624493082455,0.06758936186980757,0.0
ع ث,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0
ع ج,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.9093809417105436,0.0,0.0,0.0,0.6989700043360189
ع ح,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ع د,0.0,10.0,0.0,2.0,1.0,20.0,7.0,2.0,5.0,1.0,0.09691001300805642,0.0,0.19382002601611284,0.0,0.126082833803668,0.09691001300805642,0.22299284681172443,0.17880847505892103,0.126082833803668,0.16464720522050125,0.09691001300805642
ع ر,0.0,9.0,0.0,0.0,0.0,3.0,4.0,0.0,7.0,0.0,0.3979400086720376,0.0,0.7776712811535494,0.0,0.0,0.0,0.5878056449127935,0.6375237668421739,0.0,0.7342383300440329,0.0
ع ز,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4771212547196624,0.0,0.0,0.0
ع س,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0
ع ش,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.8376831181293936,0.0,0.0
ع ص,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.8883553041361473,0.0
ع ض,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.8883553041361473,0.5228787452803376,0.0,0.5228787452803376,0.0
ع ط,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,1.032463449816228,0.0,0.0,0.0,0.6989700043360189
ع ظ,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.22184874961635637,0.22184874961635637,0.0,0.0,0.22184874961635637,0.22184874961635637,0.2886318777514278,0.0,0.0,0.22184874961635637,0.22184874961635637
ع ف,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.6802809317048656,0.0
ع ق,0.0,0.0,3.0,5.0,0.0,3.0,1.0,2.0,3.0,0.0,0.22184874961635637,0.0,0.0,0.32769750339130055,0.3769143710976413,0.0,0.32769750339130055,0.22184874961635637,0.2886318777514278,0.32769750339130055,0.0
ع ك,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ع ل,0.0,6.0,1.0,4.0,1.0,27.0,5.0,0.0,1.0,3.0,0.09691001300805642,0.0,0.1723206608049707,0.09691001300805642,0.1552556545992796,0.09691001300805642,0.23562349401196447,0.16464720522050125,0.0,0.09691001300805642,0.1431478400093591
ع م,0.0,1.0,2.0,0.0,8.0,1.0,1.0,3.0,0.0,4.0,0.15490195998574316,0.0,0.15490195998574316,0.20153209632859362,0.0,0.2947923690142945,0.15490195998574316,0.15490195998574316,0.22880897749267587,0.0,0.24816223267144408
ع ن,0.0,1.0,0.0,2.0,0.0,5.0,0.0,3.0,1.0,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.39164905395343774,0.0,0.5114409330385058,0.0,0.44465780490343443,0.3010299956639812,0.0
ع ه,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.0,0.3979400086720376,0.5878056449127935,0.5177318877571058,0.0,0.0
ع و,0.0,2.0,0.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,0.3979400086720376,0.0,0.5177318877571058,0.0,0.7075975239978617,0.0,0.6375237668421739,0.5878056449127935,0.0,0.0,0.0
ع ي,0.0,3.0,0.0,2.0,0.0,7.0,1.0,1.0,6.0,0.0,0.22184874961635637,0.0,0.32769750339130055,0.0,0.2886318777514278,0.0,0.40933269309675274,0.22184874961635637,0.22184874961635637,0.39448063152637197,0.0
ع ّ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
غ أ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
غ ا,2.0,2.0,1.0,3.0,1.0,18.0,0.0,1.0,6.0,0.0,0.09691001300805642,0.126082833803668,0.126082833803668,0.09691001300805642,0.1431478400093591,0.09691001300805642,0.21855848780627338,0.0,0.09691001300805642,0.1723206608049707,0.0
غ ب,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0
غ ح,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
غ ذ,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4771212547196624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
غ ر,0.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.3010299956639812,0.0,0.39164905395343774,0.44465780490343443,0.0,0.0,0.39164905395343774,0.39164905395343774,0.0,0.3010299956639812,0.0
غ ط,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0
غ ل,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.9647625480818648,0.0,0.8883553041361473
غ م,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.6989700043360189,0.0
غ و,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1197918790850683
غ ي,0.0,18.0,0.0,0.0,2.0,11.0,0.0,1.0,2.0,1.0,0.22184874961635637,0.0,0.5003293853013161,0.0,0.0,0.2886318777514278,0.45288041467832846,0.0,0.22184874961635637,0.2886318777514278,0.22184874961635637
ـ ب,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ـ ت,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ـ ع,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ـ و,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ف آ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ف أ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0
ف إ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0
ف ئ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ف ا,1.0,10.0,0.0,8.0,4.0,32.0,5.0,2.0,6.0,2.0,0.04575749056067514,0.04575749056067514,0.09151498112135029,0.0,0.08708062211589923,0.07330624493082455,0.11462937648604865,0.07774060393627559,0.059531867745749846,0.08136373905488227,0.059531867745749846
ف ب,0.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.39164905395343774,0.3010299956639812,0.0,0.44465780490343443,0.39164905395343774,0.3010299956639812,0.0,0.0
ف ة,1.0,2.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,0.0,0.22184874961635637,0.22184874961635637,0.2886318777514278,0.0,0.2886318777514278,0.0,0.3769143710976413,0.22184874961635637,0.0,0.22184874961635637,0.0
ف ت,0.0,4.0,0.0,3.0,4.0,6.0,3.0,1.0,2.0,2.0,0.09691001300805642,0.0,0.1552556545992796,0.0,0.1431478400093591,0.1552556545992796,0.1723206608049707,0.1431478400093591,0.09691001300805642,0.126082833803668,0.126082833803668
ف ح,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5228787452803376,0.0,0.7723553082947351,0.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.5228787452803376,0.0
ف ذ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ف ر,0.0,4.0,1.0,7.0,0.0,1.0,2.0,2.0,1.0,1.0,0.09691001300805642,0.0,0.1552556545992796,0.09691001300805642,0.17880847505892103,0.0,0.09691001300805642,0.126082833803668,0.126082833803668,0.09691001300805642,0.09691001300805642
ف ز,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ف س,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,1.0,0.3979400086720376,0.0,0.0,0.0,0.0,0.0,0.7075975239978617,0.0,0.5878056449127935,0.3979400086720376,0.3979400086720376
ف ش,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.5228787452803376,0.0,0.0,0.5228787452803376
ف ص,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,1.032463449816228,0.0
ف ض,0.0,3.0,0.0,1.0,0.0,9.0,0.0,1.0,2.0,1.0,0.22184874961635637,0.0,0.32769750339130055,0.0,0.22184874961635637,0.0,0.4335462571662447,0.0,0.22184874961635637,0.2886318777514278,0.22184874961635637
ف ظ,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5228787452803376,0.0,0.9297574947192631,0.0,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.0
ف ع,1.0,3.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,3.0,0.15490195998574316,0.15490195998574316,0.22880897749267587,0.0,0.0,0.15490195998574316,0.24816223267144408,0.0,0.15490195998574316,0.15490195998574316,0.22880897749267587
ف ق,0.0,2.0,5.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0,0.15490195998574316,0.0,0.20153209632859362,0.26317378362863586,0.15490195998574316,0.15490195998574316,0.20153209632859362,0.0,0.0,0.24816223267144408,0.20153209632859362
ف ك,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.3979400086720376,0.0,0.676088138259007,0.0,0.3979400086720376,0.0,0.0,0.3979400086720376,0.0,0.0,0.5878056449127935
ف ل,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.8883553041361473,0.5228787452803376,0.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0
ف ن,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.6802809317048656,0.0,0.0
ف ه,1.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.22184874961635637,0.22184874961635637,0.22184874961635637,0.0,0.2886318777514278,0.0,0.32769750339130055,0.2886318777514278,0.22184874961635637,0.0,0.0
ف و,1.0,13.0,0.0,4.0,5.0,1.0,3.0,1.0,2.0,1.0,0.04575749056067514,0.04575749056067514,0.09672874298898206,0.0,0.07330624493082455,0.07774060393627559,0.04575749056067514,0.06758936186980757,0.04575749056067514,0.059531867745749846,0.04575749056067514
ف ي,0.0,6.0,1.0,6.0,1.0,5.0,7.0,1.0,5.0,1.0,0.04575749056067514,0.0,0.08136373905488227,0.04575749056067514,0.08136373905488227,0.04575749056067514,0.07774060393627559,0.08442705614947257,0.04575749056067514,0.07774060393627559,0.04575749056067514
ف ً,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ق آ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ق أ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0
ق إ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0
ق ا,1.0,23.0,3.0,6.0,1.0,21.0,5.0,15.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ق ب,0.0,3.0,0.0,4.0,2.0,7.0,2.0,2.0,0.0,1.0,0.15490195998574316,0.0,0.22880897749267587,0.0,0.24816223267144408,0.20153209632859362,0.2858093027640616,0.20153209632859362,0.20153209632859362,0.0,0.15490195998574316
ق ة,3.0,5.0,1.0,2.0,0.0,9.0,2.0,1.0,0.0,0.0,0.15490195998574316,0.22880897749267587,0.26317378362863586,0.15490195998574316,0.20153209632859362,0.0,0.3027159949996086,0.20153209632859362,0.15490195998574316,0.0,0.0
ق ت,1.0,5.0,2.0,1.0,1.0,11.0,1.0,0.0,1.0,1.0,0.04575749056067514,0.04575749056067514,0.07774060393627559,0.059531867745749846,0.04575749056067514,0.04575749056067514,0.09340900652175876,0.04575749056067514,0.0,0.04575749056067514,0.04575749056067514
ق ج,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.6802809317048656,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0
ق د,1.0,4.0,2.0,4.0,4.0,11.0,2.0,6.0,5.0,0.0,0.04575749056067514,0.04575749056067514,0.07330624493082455,0.059531867745749846,0.07330624493082455,0.07330624493082455,0.09340900652175876,0.059531867745749846,0.08136373905488227,0.07774060393627559,0.0
ق ر,0.0,5.0,0.0,0.0,0.0,10.0,2.0,0.0,1.0,0.0,0.3979400086720376,0.0,0.676088138259007,0.0,0.0,0.0,0.7958800173440752,0.5177318877571058,0.0,0.3979400086720376,0.0
ق س,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.5228787452803376,0.0,0.6802809317048656,0.0,0.0,0.0,0.6802809317048656,0.0,0.0,0.0,0.5228787452803376
ق ص,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.6802809317048656,0.9297574947192631,0.0
ق ض,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0
ق ط,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.22184874961635637,0.0,0.22184874961635637,0.2886318777514278,0.0,0.2886318777514278,0.22184874961635637,0.0,0.22184874961635637,0.22184874961635637,0.0
ق ع,1.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.3979400086720376,0.3979400086720376,0.6375237668421739,0.0,0.0,0.0,0.7342383300440329,0.0,0.0,0.0,0.3979400086720376
ق ف,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.3979400086720376,0.0,0.5878056449127935,0.0,0.0,0.5878056449127935,0.5177318877571058,0.0,0.0,0.3979400086720376,0.0
ق ق,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3979400086720376,0.0,0.5177318877571058,0.0,0.3979400086720376,0.0,0.0,0.3979400086720376,0.3979400086720376,0.0,0.0
ق ل,0.0,2.0,0.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,0.09691001300805642,0.0,0.126082833803668,0.0,0.09691001300805642,0.126082833803668,0.126082833803668,0.1431478400093591,0.09691001300805642,0.1552556545992796,0.09691001300805642
ق م,0.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,4.0,1.0,0.09691001300805642,0.0,0.1431478400093591,0.1431478400093591,0.09691001300805642,0.0,0.126082833803668,0.09691001300805642,0.126082833803668,0.1552556545992796,0.09691001300805642
ق ن,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.15490195998574316,0.0,0.0,0.15490195998574316,0.15490195998574316,0.0,0.15490195998574316,0.15490195998574316,0.15490195998574316,0.15490195998574316,0.15490195998574316
ق ه,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.7723553082947351,0.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0
ق و,3.0,6.0,1.0,0.0,6.0,9.0,4.0,3.0,0.0,0.0,0.15490195998574316,0.22880897749267587,0.27543911383552633,0.15490195998574316,0.0,0.27543911383552633,0.3027159949996086,0.24816223267144408,0.22880897749267587,0.0,0.0
ق ى,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6989700043360189,0.0,1.032463449816228,0.0,0.0,0.0,0.0,0.9093809417105436,0.0,0.0,0.0
ق ي,2.0,1.0,6.0,3.0,0.0,6.0,3.0,3.0,3.0,2.0,0.04575749056067514,0.059531867745749846,0.04575749056067514,0.08136373905488227,0.06758936186980757,0.0,0.08136373905488227,0.06758936186980757,0.06758936186980757,0.06758936186980757,0.059531867745749846
ك آ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ك أ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0
ك إ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
