,corp1.txt,corp10.txt,corp2.txt,corp3.txt,corp4.txt,corp5.txt,corp6.txt,corp7.txt,corp8.txt,corp9.txt,idf,tf.idfcorp1.txt,tf.idfcorp10.txt,tf.idfcorp2.txt,tf.idfcorp3.txt,tf.idfcorp4.txt,tf.idfcorp5.txt,tf.idfcorp6.txt,tf.idfcorp7.txt,tf.idfcorp8.txt,tf.idfcorp9.txt
ر ؤ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ر إ,0.0,4.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.3010299956639812,0.0,0.4822681122428943,0.0,0.39164905395343774,0.0,0.3010299956639812,0.39164905395343774,0.39164905395343774,0.0,0.0
ر ئ,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.15490195998574316,0.20153209632859362,0.26317378362863586,0.20153209632859362,0.20153209632859362,0.0,0.20153209632859362,0.0,0.0,0.20153209632859362,0.15490195998574316
ر ا,6.0,34.0,9.0,12.0,8.0,33.0,15.0,11.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ر ب,0.0,7.0,5.0,4.0,0.0,7.0,6.0,1.0,0.0,1.0,0.15490195998574316,0.0,0.2858093027640616,0.26317378362863586,0.24816223267144408,0.0,0.2858093027640616,0.27543911383552633,0.15490195998574316,0.0,0.15490195998574316
ر ة,2.0,8.0,3.0,4.0,1.0,20.0,7.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ر ت,1.0,4.0,3.0,4.0,1.0,10.0,3.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ر ث,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.9093809417105436,0.0,0.0,1.330202816459593,0.0
ر ج,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.09691001300805642,0.09691001300805642,0.09691001300805642,0.09691001300805642,0.09691001300805642,0.0,0.1431478400093591,0.126082833803668,0.09691001300805642,0.09691001300805642,0.0
ر ح,0.0,2.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.3979400086720376,0.0,0.5177318877571058,0.0,0.676088138259007,0.0,0.3979400086720376,0.6375237668421739,0.0,0.0,0.0
ر د,2.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3010299956639812,0.39164905395343774,0.39164905395343774,0.0,0.44465780490343443,0.0,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0
ر ر,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.3979400086720376,0.0,0.0,0.3979400086720376,0.0,0.5177318877571058,0.5177318877571058,0.0,0.0,0.5177318877571058,0.0
ر ز,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.0,1.1197918790850683,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0
ر س,0.0,2.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,0.22184874961635637,0.0,0.2886318777514278,0.22184874961635637,0.0,0.39448063152637197,0.0,0.22184874961635637,0.22184874961635637,0.0,0.22184874961635637
ر ش,1.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3979400086720376,0.3979400086720376,0.3979400086720376,0.0,0.7342383300440329,0.0,0.0,0.3979400086720376,0.0,0.0,0.0
ر ص,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.3979400086720376,0.3979400086720376,0.0,0.0,0.0
ر ض,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.3979400086720376,0.3979400086720376,0.5878056449127935,0.0,0.0,0.0,0.6375237668421739,0.0,0.0,0.8123518228348982,0.0
ر ط,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.6989700043360189,0.0
ر ع,0.0,3.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,0.22184874961635637,0.0,0.32769750339130055,0.0,0.22184874961635637,0.0,0.32769750339130055,0.2886318777514278,0.2886318777514278,0.2886318777514278,0.0
ر غ,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.5177318877571058,0.0,0.0,0.0,0.3979400086720376,0.3979400086720376,0.0
ر ف,0.0,6.0,1.0,3.0,0.0,5.0,1.0,0.0,0.0,1.0,0.22184874961635637,0.0,0.39448063152637197,0.22184874961635637,0.32769750339130055,0.0,0.3769143710976413,0.22184874961635637,0.0,0.0,0.22184874961635637
ر ق,0.0,4.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.22184874961635637,0.0,0.3554150058864992,0.22184874961635637,0.0,0.0,0.3554150058864992,0.2886318777514278,0.2886318777514278,0.0,0.2886318777514278
ر ك,5.0,4.0,0.0,2.0,2.0,7.0,9.0,3.0,1.0,6.0,0.04575749056067514,0.07774060393627559,0.07330624493082455,0.0,0.059531867745749846,0.059531867745749846,0.08442705614947257,0.08942123317894,0.06758936186980757,0.04575749056067514,0.08136373905488227
ر ل,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.7723553082947351,0.0,0.0,0.6802809317048656,0.5228787452803376,0.0,0.0,0.0,0.0
ر م,0.0,2.0,0.0,6.0,1.0,7.0,0.0,2.0,3.0,2.0,0.15490195998574316,0.0,0.20153209632859362,0.0,0.27543911383552633,0.15490195998574316,0.2858093027640616,0.0,0.20153209632859362,0.22880897749267587,0.20153209632859362
ر ن,1.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,6.0,0.15490195998574316,0.15490195998574316,0.0,0.0,0.22880897749267587,0.0,0.22880897749267587,0.20153209632859362,0.15490195998574316,0.15490195998574316,0.27543911383552633
ر ه,2.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,4.0,0.22184874961635637,0.2886318777514278,0.0,0.0,0.0,0.0,0.3554150058864992,0.3554150058864992,0.32769750339130055,0.22184874961635637,0.3554150058864992
ر و,1.0,19.0,9.0,1.0,4.0,13.0,9.0,9.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ر ى,0.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.3979400086720376,0.5177318877571058,0.6375237668421739,0.0,0.0,0.0
ر ي,1.0,9.0,4.0,19.0,3.0,20.0,10.0,13.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ر ً,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0
ر ّ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ز ء,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3010299956639813
ز آ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ز ا,1.0,6.0,1.0,0.0,1.0,12.0,6.0,5.0,0.0,0.0,0.15490195998574316,0.15490195998574316,0.27543911383552633,0.15490195998574316,0.0,0.15490195998574316,0.32206925017837684,0.27543911383552633,0.26317378362863586,0.0,0.0
ز ب,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.0,0.3979400086720376,0.3979400086720376,0.0,0.0,0.3979400086720376
ز ة,0.0,12.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,1.0871596811437911,0.0,0.0,0.7723553082947351,0.6802809317048656,0.0,0.0,0.0,0.0
ز ج,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ز ح,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ز د,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ز ر,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.5228787452803376,0.0,0.6802809317048656,0.0,0.0,0.0,0.0,0.7723553082947351,0.0,0.5228787452803376,0.0
ز ف,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ز ك,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ز ل,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.7723553082947351,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.0,0.0
ز م,1.0,1.0,3.0,3.0,1.0,5.0,1.0,0.0,3.0,0.0,0.09691001300805642,0.09691001300805642,0.09691001300805642,0.1431478400093591,0.1431478400093591,0.09691001300805642,0.16464720522050125,0.09691001300805642,0.0,0.1431478400093591,0.0
ز ن,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ز ه,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.0,0.3979400086720376,0.5177318877571058,0.3979400086720376,0.0,0.0
ز و,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.5228787452803376,0.5228787452803376,0.0,0.0,0.0,0.0,0.8883553041361473,0.0,0.0,0.0,0.5228787452803376
ز ي,0.0,5.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,0.3010299956639812,0.0,0.5114409330385058,0.0,0.0,0.0,0.4822681122428943,0.5114409330385058,0.3010299956639812,0.0,0.3010299956639812
س أ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.0
س ؤ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
س إ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
س ا,4.0,15.0,3.0,6.0,14.0,9.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
س ب,1.0,6.0,1.0,1.0,1.0,11.0,0.0,2.0,4.0,0.0,0.09691001300805642,0.09691001300805642,0.1723206608049707,0.09691001300805642,0.09691001300805642,0.09691001300805642,0.1978313916732348,0.0,0.126082833803668,0.1552556545992796,0.0
س ة,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0
س ت,4.0,29.0,2.0,2.0,10.0,22.0,7.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
س ج,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5228787452803376,0.0,0.7723553082947351,0.0,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0
س ح,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
س خ,0.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.3979400086720376,0.0,0.6375237668421739,0.0,0.3979400086720376,0.0,0.3979400086720376,0.5177318877571058,0.0,0.0,0.0
س د,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.6802809317048656,0.0,0.6802809317048656,0.0
س ر,0.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,0.3979400086720376,0.0,0.5878056449127935,0.0,0.0,0.0,0.6375237668421739,0.6375237668421739,0.0,0.5878056449127935,0.0
س س,0.0,3.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.3979400086720376,0.0,0.5878056449127935,0.0,0.5878056449127935,0.0,0.0,0.6375237668421739,0.3979400086720376,0.0,0.0
س ط,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.5228787452803376,0.6802809317048656
س ع,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.44465780490343443,0.3010299956639812,0.39164905395343774,0.3010299956639812
س ف,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
س ق,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189
س ك,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.22184874961635637,0.22184874961635637,0.22184874961635637,0.22184874961635637,0.0,0.0,0.3554150058864992,0.22184874961635637,0.22184874961635637,0.0,0.0
س ل,0.0,7.0,0.0,1.0,2.0,1.0,5.0,0.0,2.0,1.0,0.15490195998574316,0.0,0.2858093027640616,0.0,0.15490195998574316,0.20153209632859362,0.15490195998574316,0.26317378362863586,0.0,0.20153209632859362,0.15490195998574316
س م,1.0,5.0,1.0,5.0,0.0,4.0,1.0,1.0,0.0,1.0,0.09691001300805642,0.09691001300805642,0.16464720522050125,0.09691001300805642,0.16464720522050125,0.0,0.1552556545992796,0.09691001300805642,0.09691001300805642,0.0,0.09691001300805642
س ن,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,2.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.4822681122428943,0.3010299956639812,0.44465780490343443,0.3010299956639812,0.39164905395343774
س ه,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.0,0.7723553082947351,0.0,0.6802809317048656,0.0,0.0
س و,0.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.4822681122428943,0.3010299956639812,0.3010299956639812,0.0,0.3010299956639812,0.44465780490343443,0.0,0.0,0.0
س ى,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
س ي,7.0,20.0,8.0,12.0,2.0,16.0,9.0,10.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
س ّ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ش ا,0.0,7.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.22184874961635637,0.0,0.40933269309675274,0.2886318777514278,0.2886318777514278,0.0,0.22184874961635637,0.0,0.2886318777514278,0.2886318777514278,0.0
ش ب,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.0,0.0,0.3979400086720376,0.676088138259007
ش ة,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4771212547196624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ش ت,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.3979400086720376,0.0,0.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.3979400086720376,0.5177318877571058
ش ح,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ش خ,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5228787452803376,0.0,0.7723553082947351,0.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0
ش د,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.6989700043360189,0.0
ش ر,1.0,2.0,0.0,0.0,2.0,3.0,5.0,2.0,1.0,5.0,0.09691001300805642,0.09691001300805642,0.126082833803668,0.0,0.0,0.126082833803668,0.1431478400093591,0.16464720522050125,0.126082833803668,0.09691001300805642,0.16464720522050125
ش س,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ش ط,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ش ع,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.6802809317048656,0.0,0.0
ش غ,0.0,12.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.3010299956639812,0.0,0.6258959214823476,0.0,0.0,0.3010299956639812,0.0,0.0,0.39164905395343774,0.44465780490343443,0.3010299956639812
ش ف,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.9093809417105436,0.0,0.0,0.0,0.6989700043360189,0.0,0.0
ش ك,0.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.3010299956639812,0.0,0.39164905395343774,0.0,0.3010299956639812,0.3010299956639812,0.44465780490343443,0.0,0.0,0.3010299956639812,0.0
ش ل,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,1.330202816459593,0.0,0.0,0.9093809417105436,0.0,0.0,0.0
ش م,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.5228787452803376,0.5228787452803376
ش ه,0.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,0.22184874961635637,0.0,0.22184874961635637,0.0,0.2886318777514278,0.22184874961635637,0.2886318777514278,0.0,0.32769750339130055,0.22184874961635637,0.0
ش و,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0
ش ي,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,0.15490195998574316,0.15490195998574316,0.20153209632859362,0.15490195998574316,0.0,0.0,0.2858093027640616,0.15490195998574316,0.0,0.15490195998574316,0.15490195998574316
ص ا,3.0,4.0,1.0,0.0,0.0,16.0,2.0,4.0,10.0,2.0,0.09691001300805642,0.1431478400093591,0.1552556545992796,0.09691001300805642,0.0,0.0,0.21360129619050278,0.126082833803668,0.1552556545992796,0.19382002601611284,0.126082833803668
ص ب,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.3979400086720376,0.0,0.5177318877571058,0.0,0.0,0.0,0.5177318877571058,0.5878056449127935,0.0,0.3979400086720376,0.0
ص ة,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,1.1197918790850683,0.0,0.0,0.0,1.032463449816228,0.0,0.0,0.0,0.0
ص ت,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ص ح,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.3979400086720376,0.0,0.5878056449127935,0.0,0.5177318877571058,0.0,0.5177318877571058,0.0,0.0,0.3979400086720376,0.0
ص د,0.0,4.0,2.0,0.0,3.0,6.0,1.0,3.0,1.0,0.0,0.15490195998574316,0.0,0.24816223267144408,0.20153209632859362,0.0,0.22880897749267587,0.27543911383552633,0.15490195998574316,0.22880897749267587,0.15490195998574316,0.0
ص ر,0.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.22184874961635637,0.0,0.32769750339130055,0.22184874961635637,0.2886318777514278,0.0,0.22184874961635637,0.2886318777514278,0.0,0.2886318777514278,0.0
ص ص,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ص ع,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0
ص غ,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.0,0.6802809317048656,0.0,0.0,0.5228787452803376,0.0
ص ف,1.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.22184874961635637,0.22184874961635637,0.2886318777514278,0.0,0.3554150058864992,0.0,0.22184874961635637,0.22184874961635637,0.0,0.22184874961635637,0.0
ص ل,0.0,4.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,0.15490195998574316,0.0,0.24816223267144408,0.15490195998574316,0.15490195998574316,0.15490195998574316,0.22880897749267587,0.0,0.15490195998574316,0.20153209632859362,0.0
ص م,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5228787452803376,0.0,0.8883553041361473,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.0
ص ن,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,1.6083509460465624,1.187529071297513,0.0,0.0,0.0
ص ه,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ص و,0.0,21.0,1.0,1.0,0.0,3.0,2.0,0.0,6.0,2.0,0.15490195998574316,0.0,0.3597163202709943,0.15490195998574316,0.15490195998574316,0.0,0.22880897749267587,0.20153209632859362,0.0,0.27543911383552633,0.20153209632859362
ص ي,0.0,8.0,0.0,2.0,3.0,18.0,1.0,0.0,4.0,0.0,0.22184874961635637,0.0,0.4221981340215706,0.0,0.2886318777514278,0.32769750339130055,0.5003293853013161,0.22184874961635637,0.0,0.3554150058864992,0.0
ص ً,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ض ا,2.0,2.0,1.0,2.0,0.0,15.0,1.0,0.0,8.0,2.0,0.09691001300805642,0.126082833803668,0.126082833803668,0.09691001300805642,0.126082833803668,0.0,0.21088503222180396,0.09691001300805642,0.0,0.18442847539489118,0.126082833803668
ض ب,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.6802809317048656,0.0,0.5228787452803376,0.0
ض ة,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3979400086720376,0.0,0.0,0.3979400086720376,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.3979400086720376,0.0
ض ت,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.0,0.3979400086720376,0.6375237668421739,0.0,0.0,0.3979400086720376
ض ج,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ض ح,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.0,0.3010299956639812,0.44465780490343443,0.3010299956639812,0.0
ض خ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.9093809417105436,0.0
ض د,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0
ض ر,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.6989700043360189,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0
ض س,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ض ط,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ض ع,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,1.187529071297513,0.6989700043360189,0.0,0.0,0.0
ض غ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ض ل,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5228787452803376,0.0,0.7723553082947351,0.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0,0.0
ض م,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.6802809317048656,0.0,0.9297574947192631,0.0,0.0,0.6802809317048656,0.0
